CODICE,CODICE_SIF,PROVINCIA,CODICE_FOG,CODICE_SSG,COMUNE,DATA_INIZIO,DATA_FINE,X,Y,lat,lon,QUOTA_MISU,QUOTA_PC_S,PROFONDITA,FILTRI_N,FILTRI_TOP,FILTRI_BOT,USO,TIPO,BACINO_GWB_2015,BACINO_WISE,SONDA_AUTO,INFO,ORIGINE,z_PTUA2003,z_CAP,z_Idroscalo2005,z_OLONA,z_Milano1950,FALDA
PO015146NU1379,0151461379,MI,FOG54,,MILANO,,,518770.0,5029372.0,45.41761657687625,9.239900862531567,103.009,103.009,7.0,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,,SCUOLA VIA S. BERNARDO 19 (CHIARAVALLE),PTUA2022-Idroscalo2005-FOG,,,103.4,,103.4,
PO015146NU1435,0151461435,MI,FOG20,,MILANO,,,509862.0,5031663.0,45.43842076992926,9.126093314466248,115.102,115.102,9.0,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,,Scuola di Via San Colombano n.8 - RONCHETTO.S\N,PTUA2022-FOG,,,,,114.84,
PO015146NU1489,0151461489,MI,FOG71,,MILANO,,,505546.0,5032794.0,45.44864873447879,9.070922722823543,122.041,122.041,12.0,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,,SCUOLA VIA MUGGIANO 16,PTUA2022-FOG,,,,,122.42,
PO0150020U0005,,MI,,,ABBIATEGRASSO,,,493710.0,5027408.0,45.40016171743805,8.919631769878041,120.75,120.75,73.0,1,34.44,58,ALTRO MONITORAGGIO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,,,PTUA2022,,,,,,
PO015140NR0109,,MI,,,MELEGNANO,,,525097.0,5022171.0,45.35260064199001,9.320399277529186,90.34,90.52,21.0,1,9,20,MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,SI,,PTUA2022,,,,,,
PO0152350U0001,0152350001,MI,,,VERMEZZO,,,498593.0,5026486.0,45.39188937814272,8.982025182520488,115.42,115.42,61.96,2,40.41,59.76,POTABILE,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi-via Dante",PTUA2022-PTUA2003,113.52,,,,,2.0
PO015247NR0185,,MI,,,ZIBIDO S. GIACOMO,,,505595.6427,5026876.266,45.39538132303995,9.071490299154437,110.0,110.0,35.0,3,3,35,MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,,,PTUA2022,,,,,,
PO0150150U0001,0150150001,MI,,,BASIGLIO,,,512869.0,5021793.0,45.34952935902273,9.164282389726978,96.789,96.789,42.0,1,32,40,ALTRO MONITORAGGIO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,,p.za M.Rossi-Chiesa-Piazza Rossi-Chiesa                                                                                                                                                                                                                                           ,PTUA2022-PTUA2003-CAP,96.7,96.68,,,,1.0
PO098008NR0025,,LO,,,CASALETTO LODIGIANO,,,528720.7753,5016831.303,45.304397700298445,9.36635111723311,71.308,71.898,38.0,1,23,35,INDUSTRIALE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,SI,SONDA AUTOMATICA GUASTA DA MARZO 2020,PTUA2022,,,,,,
PO018176NUP001,,PV,,,VIDIGULFO,,,518046.1505,5015899.105,45.296362209727555,9.230157204614613,88.252,88.252,20.0,n.d.,n.d.,n.d.,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,,,PTUA2022,,,,,,
PO018014NRP001,,PV,,,BEREGUARDO,,,501192.2303,5013351.973,45.273665145843964,9.015199418078838,96.11,97.18,47.0,1,35,41,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,,,PTUA2022,,,,,,
PO018043NUP001,,PV,,,CERANOVA,,,518426.6123,5011543.4,45.25714482809646,9.234847718949935,82.743,82.303,15.0,n.d.,n.d.,n.d.,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,,,PTUA2022,,,,,,
PO018072NUP001,,PV,,,GIUSSAGO,,,512563.9021,5011157.222,45.25379784998559,9.160117896148135,87.134,87.134,20.0,n.d.,n.d.,n.d.,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,,,PTUA2022,,,,,,
PO018173NUP001,,PV,,,VELLEZZO BELLINI,,,507665.8853,5013301.882,45.273173451843775,9.097729431902152,92.877,92.357,15.0,n.d.,n.d.,n.d.,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,,,PTUA2022,,,,,,
PO018048NRP001,,PV,,,CHIGNOLO PO,,,522279.911,5003718.756,45.18660002764407,9.283607177213705,74.871,75.341,13.0,1,10.5,12.5,IRRIGUO,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,,,PTUA2022,,,,,,
PO0181100U0111,,PV,,,PAVIA,,,511138.0,5006846.0,45.21501429263046,9.141849281797,83.4,83.05,17.0,n.d.,n.d.,n.d.,PIEZOMETRO SUPERFICIALE ASSOCIATO A POZZO PROFONDO,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,,,PTUA2022,,,,,,
PO018180NUP001,,PV,,,VILLANTERIO,,,528164.265,5007156.563,45.217334651375126,9.358703840131836,73.02,73.82,73.0,1,56,68,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,,,PTUA2022,,,,,,
PO0180130U0005,,PV,,,BELGIOIOSO,,,523764.0,5000838.0,45.160620352830435,9.302361053940158,74.964,74.964,60.0,1,25,47,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,,,PTUA2022,,,,,,
PO0180480U0004,,PV,,,CHIGNOLO PO,,,539643.0,5000554.0,45.157350421519254,9.504368543332744,58.81,57.66,20.0,2,8,14,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,,,PTUA2022,,,,,,
PO0180810U0111,,PV,,,LINAROLO,,,521130.0,5000547.0,45.15808470107657,9.268835451884158,74.97,74.45,20.0,1,10,20,PIEZOMETRO SUPERFICIALE ASSOCIATO A POZZO PROFONDO,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,,,PTUA2022,,,,,,
CAP-0980490001,0980490001,LO,,,SAN ROCCO AL PORTO                                                                                                                                                                                                                                            ,,,554741.4283956187,4992200.95062282,45.0811541887224,9.69553592959806,51.92,,,,,,,,,IT03GWBISSBPPO,,via Acquedotto                                                                                                                                                                                                                                                ,CAP,,51.92,,,,
CAP-0181140002,0181140002,PV,,,PIEVE PORTO MORONE                                                                                                                                                                                                                                            ,,,534761.7928098906,4995385.807417155,45.1110865812865,9.44190863900206,54.68,,,,,,,,,IT03GWBISSBPPO,,                                                                                                                                                                                                                                                              ,CAP,,54.68,,,,
CAP-0980150003,0980150003,LO,,,CASTIRAGA VIDARDO                                                                                                                                                                                                                                             ,,,530760.7986433454,5012168.473228633,45.2623398947847,9.39208305711081,75.53,,,,,,,,,IT03GWBISSMPTLS,,Cascina  Pollarana                                                                                                                                                                                                                                            ,CAP,,75.53,,,,
CAP-0980500005,0980500005,LO,,,SANT'ANGELO LODIGIANO                                                                                                                                                                                                                                         ,,,532012.7963636792,5007028.5756765455,45.2160181352273,9.40770984603638,74.38,,,,,,,,,IT03GWBISSMPTLS,,fraz.Ranera                                                                                                                                                                                                                                                   ,CAP,,74.38,,,,
CAP-0980590001,0980590001,LO,,,VALERA FRATTA                                                                                                                                                                                                                                                 ,,,526374.8842656376,5011506.467503513,45.2565591692944,9.33614523212096,77.81,,,,,,,,,IT03GWBISSMPTLS,,serb. scuola materna                                                                                                                                                                                                                                          ,CAP,,77.81,,,,
CAP-0180700001,0180700001,PV,,,GENZONE                                                                                                                                                                                                                                                       ,,,527546.8980923276,5002860.635963813,45.1786895253954,9.35060356609139,73.99,,,,,,,,,IT03GWBISSMPTLS,,via Cairoli                                                                                                                                                                                                                                                   ,CAP,,73.99,,,,
CAP-0180780001,0180780001,PV,,,LANDRIANO                                                                                                                                                                                                                                                     ,,,520446.97066793154,5017654.3265213305,45.3120957714803,9.26084895906697,85.63,,,,,,,,,IT03GWBISSMPTLS,,Piazza Marconi                                                                                                                                                                                                                                                ,CAP,,85.63,,,,
CAP-0180930002,0180930002,PV,,,MIRADOLO TERME                                                                                                                                                                                                                                                ,,,535621.7492332057,5001960.686570022,45.1702270243791,9.45330922242028,68.88,,,,,,,,,IT03GWBISSMPTLS,,                                                                                                                                                                                                                                                              ,CAP,,68.88,,,,
CAP-0980070001,0980070001,LO,,,CAMAIRAGO                                                                                                                                                                                                                                                     ,,,556951.3292749213,5006036.698001108,45.2055150225883,9.72518959242269,60.4,,,,,,,,,IT03GWBISSMPLAS,,via 4 novembre                                                                                                                                                                                                                                                ,CAP,,60.4,,,,
CAP-0980230001,0980230001,LO,,,CORNOVECCHIO                                                                                                                                                                                                                                                  ,,,562763.2508970874,4998450.865604838,45.1367427516661,9.79823441897577,52.67,,,,,,,,,IT03GWBISSMPLAS,,Municipio                                                                                                                                                                                                                                                     ,CAP,,52.67,,,,
CAP-0980330001,0980330001,LO,,,MACCASTORNA                                                                                                                                                                                                                                                   ,,,567270.1610681966,4999577.862949289,45.1464715295027,9.85569966139784,40.28,,,,,,,,,IT03GWBISSMPLAS,,via Roma                                                                                                                                                                                                                                                      ,CAP,,40.28,,,,
CAP-0980350002,0980350002,LO,,,MALEO                                                                                                                                                                                                                                                         ,,,560071.28746969,5001900.789178868,45.1680292626385,9.76441567897851,57.44,,,,,,,,,IT03GWBISSMPLAS,,Piazza 25 Aprile                                                                                                                                                                                                                                              ,CAP,,57.44,,,,
CAP-0980400001,0980400001,LO,,,MONTANASO LOMBARDO                                                                                                                                                                                                                                            ,,,535848.670170593,5019948.347230227,45.3321268295545,9.45749489855501,82.67,,,,,,,,,IT03GWBISSMPLAS,,Comune                                                                                                                                                                                                                                                        ,CAP,,82.67,,,,
CAP-0980420003,0980420003,LO,,,ORIO LITTA                                                                                                                                                                                                                                                    ,,,543791.5991110007,5000932.739960029,45.1605142719693,9.55718103318988,65.02,,,,,,,,,IT03GWBISSMPLAS,,via Pio Rossi                                                                                                                                                                                                                                                 ,CAP,,65.02,,,,
CAP-0980580002,0980580002,LO,,,TURANO LODIGIANO                                                                                                                                                                                                                                              ,,,548730.4647816786,5010811.573569096,45.2491105437009,9.62098372468812,65.49,,,,,,,,,IT03GWBISSMPLAS,,via 25 Aprile                                                                                                                                                                                                                                                 ,CAP,,65.49,,,,
CAP-0980020001,0980020001,LO,,,BERTONICO                                                                                                                                                                                                                                                     ,,,552805.3940213227,5009311.618853627,45.2353154397165,9.67274868228159,62.65,,,,,,,,,IT03GWBISSMPLAS,,via Garibaldi                                                                                                                                                                                                                                                 ,CAP,,62.65,,,,
CAP-0151250001,0151250001,MI,,,LOCATE DI TRIULZI                                                                                                                                                                                                                                             ,,,517386.86661158653,5022662.551040866,45.3572589360192,9.22198654825487,94.84,,,,,,,,,IT03GWBISSMPTLN,,Piazza Gramsci                                                                                                                                                                                                                                                ,CAP,,94.84,,,,
CAP-0151890001,0151890001,MI,,,ROZZANO                                                                                                                                                                                                                                                       ,,,511414.88476084196,5024740.265846566,45.3760838432645,9.14578770865922,101.91,,,,,,,,,IT03GWBISSMPTLN,,                                                                                                                                                                                                                                                              ,CAP,,101.91,,,,
PO0151950U0007,0151950007,MI,,,SAN GIULIANO MILANESE                                                                                                                                                                                                                                         ,,,519334.68959453,5026796.061981088,45.3944146557292,9.24701706294181,100.01,,,,,,,,,IT03GWBISSMPTLN,,                                                                                                                                                                                                                                                              ,CAP,,100.01,,,,
CAP-0152220001,0152220001,MI,,,TRIBIANO                                                                                                                                                                                                                                                      ,,,528797.7700656902,5027948.166605384,45.4044594414831,9.36798115797055,94.58,,,,,,,,,IT03GWBISSMPLAN,,                                                                                                                                                                                                                                                              ,CAP,,94.58,,,,
PO0151670U0001,0151670001,MI,,,PANTIGLIATE                                                                                                                                                                                                                                                   ,,,527780.7423593218,5032011.055545497,45.4410709763464,9.355214981542,102.37,,,,,,,,,IT03GWBISSMPLAN,,                                                                                                                                                                                                                                                              ,CAP,,102.37,,,,
PO0151850U0001,0151850001,MI,,,RODANO                                                                                                                                                                                                                                                        ,,,528044.0599491434,5035478.740077,45.4722731808255,9.35877967579028,110.41,,,,,,,,,IT03GWBISSMPLAN,,                                                                                                                                                                                                                                                              ,CAP,,110.41,,,,
CAP-0980200001,0980200001,LO,,,COMAZZO                                                                                                                                                                                                                                                       ,,,536505.6071784581,5032112.119943524,45.4415792567387,9.46677859368606,90.77,,,,,,,,,IT03GWBISSMPLAN,,Piazza Caduti                                                                                                                                                                                                                                                 ,CAP,,90.77,,,,
CAP-0980410001,0980410001,LO,,,MULAZZANO                                                                                                                                                                                                                                                     ,,,531385.7355938233,5024486.242843741,45.3731870290326,9.40082938535868,90.43,,,,,,,,,IT03GWBISSMPLAN,,via Lago Maggiore                                                                                                                                                                                                                                             ,CAP,,90.43,,,,
idroscalo,,MI,,,PESCHIERA BORROMEO,,,522422.32635832333,5033299.731368452,45.452863,9.28676,105.95,,,,,,,,,IT03GWBISSMPLAN,,"rilevamenti del livello dell'Idroscalo, affioramento della falda",Idroscalo2005,,,,,,
FOG14,0151461312,MI,FOG14,,MILANO,1950-07-01 00:00:00,2017-12-01,518932.92061656795,5036529.963244154,45.48204197509303,9.242258809625767,118.65,,,,,,,,,IT03GWBISSAPTA,,SCUOLE LAMBRATE - VIA CONTE ROSSO,FOG,,,,,,
FOG16,0151461161,MI,FOG16,,MILANO,1950-07-01 00:00:00,2014-09-01,515853.99463431974,5032722.022410121,45.447842946266746,9.20273935926081,114.38,,,,,,,,,IT03GWBISSAPTA,,VIA CREMA,FOG,,,,,,
FOG17,0151461374,MI,FOG17,,MILANO,,,517441.9689004675,5031701.04833617,45.43861515076252,9.22300986337314,110.44,,,,,,,,,IT03GWBISSMPTLN,,VIA POLESINE,FOG,,,,,,
FOG18,0151461375,MI,FOG18,,MILANO,,,519317.93695937004,5030864.071982008,45.43103204980172,9.246962575920863,105.12,,,,,,,,,IT03GWBISSMPTLN,,VIA M.PIANA,FOG,,,,,,
FOG21,0151461376,MI,FOG21,,MILANO,,,517495.9677972882,5031721.048183067,45.43879382263438,9.223700989577726,108.8,,,,,,,,,IT03GWBISSMPTLN,,VIALE MARTINI 4 - CENTRALE AP,FOG,,,,,,
FOG24,0151461535,MI,FOG24,,MILANO,1952-01-01 00:00:00,2017-12-01,509374.09124799183,5038896.878626455,45.503540798354386,9.119993125470616,135.53,,,,,,,,,IT03GWBISSAPTA,,CIMITERO MUSOCCO,FOG,,,,,,
FOG27,0151461119,MI,FOG27,,MILANO,1952-01-01 00:00:00,2016-05-01,513824.03009837685,5033411.000917559,45.45408768368235,9.17679987634677,115.87,,,,,,,,,IT03GWBISSAPTA,,VIA ARENA 17,FOG,,,,,,
FOG31,0151461486,MI,FOG31,,MILANO,,,510155.09551707003,5034338.968066586,45.462503471158186,9.129896036459915,122.07,,,,,,,,,IT03GWBISSMPTLN,,Scuola di Via delle Forze armate n.65,FOG,,,,,,
FOG32,0151461462,MI,FOG32,,MILANO,,,511149.08250182704,5032958.998307749,45.450066953302475,9.142578996227252,116.77,,,,,,,,,IT03GWBISSMPTLN,,VIA VESPRI.SICILIANI 75,FOG,,,,,,
FOG33,0151461417,MI,FOG33,,MILANO,,,513766.03766551585,5031859.030022811,45.44011926475984,9.176014744932559,114.89,,,,,,,,,IT03GWBISSMPTLN,,VIA SFORZA 91 - CENTRALE AP,FOG,,,,,,
FOG34,0151461162,MI,FOG34,,MILANO,1952-01-01 00:00:00,2017-12-01,513622.0348764663,5033180.004443144,45.452012414854345,9.17421010622852,115.23,,,,,,,,,IT03GWBISSAPTA,,SCUOLA ALZAIA NAVIGLIO GRANDE 22,FOG,,,,,,
FOG38,0151461377,MI,FOG38,,MILANO,,,515717.0048591106,5030890.056480987,45.43135619467033,9.200929021463953,108.91,,,,,,,,,IT03GWBISSMPTLN,,SCUOLA VIA NOTO 4,FOG,,,,,,
FOG41,0151461121,MI,FOG41,,MILANO,1952-01-01 00:00:00,2017-12-01,513320.0336862312,5034832.971927784,45.46689686473682,9.170392685679944,119.56,,,,,,,,,IT03GWBISSAPTA,,SCUOLA VIA RUFFINI  4-6,FOG,,,,,,
FOG55,0151461487,MI,FOG55,,MILANO,,,506807.15797692665,5034522.950616933,45.464200202627545,9.087074450226515,125.17,,,,,,,,,IT03GWBISSMPTLN,,"VIA ANSELMO DA BAGGIO 60
",FOG,,,,,,
FOG56,0151461495,MI,FOG56,,MILANO,1954-01-01 00:00:00,2017-12-01,508244.1179025242,5037622.897998509,45.492087819031255,9.105507501690436,132.7,,,,,,,,,IT03GWBISSAPTA,,SCUOLA VIA LAMPUGNANO 145,FOG,,,,,,
FOG58,0151461488,MI,FOG58,,MILANO,,,506935.14936608373,5036006.923090616,45.477556432809955,9.08873262042335,129.66,,,,,,,,,IT03GWBISSMPTLN,,SCUOLA VIA CAIO MARIO 18,FOG,,,,,,
FOG72,0151461354,MI,FOG72,,MILANO,1954-07-01 00:00:00,2017-12-01,519229.9327454951,5032274.044953425,45.44372585741783,9.24589264708829,108.03,,,,,,,,,IT03GWBISSAPTA,,SCUOLA VIA SORDELLO 7,FOG,,,,,,
PO015209NR0264,0152090264,MI,,VA.PS.002,SESTO SAN GIOVANNI,2009-09-01 00:00:00,2022-03-01,518578.77552852826,5041753.6830090275,45.5290704543389,9.23792532620731,137.51,,30.0,,18.0,30.0,,,,IT03GWBISSAPTA,,PIE-VITTORIA_A,SSGiovanni,,,,,,
CM.PS.002,0152090284,MI,,CM.PS.002,SESTO SAN GIOVANNI,2009-09-01 00:00:00,2022-07-01,520492.0233070304,5043216.663328315,45.5421850584263,9.26248795638083,142.81,,30.0,,18.0,30.0,,,,IT03GWBISSAPTA,,PIE-CAVA_MELZI,SSGiovanni,,,,,,
PO015209NR0336,0152090336,MI,,UN.PS.001,SESTO SAN GIOVANNI,2009-09-01 00:00:00,2022-07-01,519283.32765881234,5042849.28523466,45.5389128191665,9.24699111220477,142.55,,30.0,,18.0,30.0,,,,IT03GWBISSAPTA,,PIE-UNIONE,SSGiovanni,,,,,,
PO015209NRA683,0152090340,MI,,UN.PS.003,SESTO SAN GIOVANNI,2009-09-01 00:00:00,2022-07-01,518988.4312938887,5043312.885241416,45.5430937823539,9.24323194963941,142.08,,30.0,,18.0,30.0,,,,IT03GWBISSAPTA,,PIE-UNIONE,SSGiovanni,,,,,,
