DATA,0151461161,0151461288,0151461289,0151461312,0151461313,0151461353,0151461354,0151461374,0151461375,0151461376,0151461377,0151461378,0151461379,0151461380,0151461557,0151462108,0151462109,0151462111,0151462112,0151462113,0151462114,0151462115,0151462121,0151462122,0151462123,0151710197,0151750006,0151750008,0151750289,0151750291,0151920005,0152050007,0152050138,0152420041
2002-10-01,105.45,104.87,103.89,,109.9,103.84,103.93,101.67,98.88,101.07,99.01,102.51,99.6,100.18,106.62,,,,,,,,,,,102.41,,112.3,108.24,116.9,93.91,,104.12,115.92
2002-11-01,105.85,104.77,103.99,,109.5,104.24,104.03,101.37,98.58,101.47,101.81,102.51,99.4,100.08,106.42,,,,,,,,,,,102.21,,,,,93.51,,104.12,
2002-12-01,105.95,105.57,104.79,108.13,112.9,104.94,104.53,101.97,99.38,101.57,102.51,103.31,100.2,100.98,106.82,,,,,,,,,,,102.41,112.7,112.0,108.04,116.6,93.31,110.14,,115.52
2003-01-01,105.95,105.27,104.79,,111.5,104.14,104.33,101.97,99.38,101.37,102.11,103.11,100.2,100.68,107.12,,,,,,,,,,,,,,,,93.51,,,
2003-02-01,105.55,105.37,104.49,,110.8,103.74,103.13,101.57,98.98,101.27,102.31,102.71,99.7,100.48,106.92,,,,,,,,,,,,,,,,93.81,,,
2003-03-01,105.35,105.17,104.29,,110.4,103.44,102.03,101.07,98.38,100.77,102.11,102.41,99.4,99.88,106.82,,,,,,,,,,,,111.25,,,,,108.74,,
2003-04-01,104.95,104.97,103.99,,109.8,103.24,102.03,101.27,98.38,100.37,101.41,102.21,99.1,99.38,106.72,,,,,,,,,,,,,,,,93.21,,104.12,
2003-05-01,105.0,104.37,103.39,,109.15,102.54,101.43,100.57,97.98,100.27,101.16,101.91,99.3,99.28,,,,,,,,,,,,102.61,,,,,93.01,,104.12,
2003-06-01,104.35,104.27,103.09,,109.4,102.54,101.33,100.57,97.98,100.17,101.31,101.66,99.0,99.68,106.22,,,,,,,,,,,102.31,111.9,111.0,107.34,114.6,92.61,107.94,103.92,114.12
2003-07-01,104.55,104.17,103.19,,109.5,102.54,101.73,102.57,98.18,100.27,100.81,101.61,99.3,98.93,105.92,,,,,,,,,,,,,,,,,,,
2003-08-01,104.6,104.37,103.69,,111.3,102.79,101.03,102.17,98.08,100.47,101.21,101.71,99.15,99.48,106.02,,,,,,,,,,,102.51,,,,,93.01,,104.02,
2003-09-01,104.15,104.57,103.29,,109.5,102.94,101.83,102.17,97.98,100.27,101.01,101.41,99.1,99.48,105.82,,,,,,,,,,,102.61,113.0,111.7,108.04,115.8,93.11,111.34,104.32,114.92
2003-10-01,103.85,,103.09,,109.7,95.14,95.63,101.97,98.08,99.87,100.91,101.41,98.8,99.18,105.72,,,,,,,,,,,102.61,,,,,93.41,,104.12,
2003-11-01,104.05,104.77,103.39,,109.6,102.64,101.03,102.17,97.78,99.87,100.41,101.21,98.8,98.98,105.72,,,,,,,,,,,102.41,,,,,93.21,,104.22,
2003-12-01,104.35,104.67,103.64,,109.6,103.34,101.73,102.07,98.18,100.17,100.71,101.01,98.6,98.98,105.82,,,,,,,,,,,102.31,111.6,111.4,107.84,115.3,93.11,109.04,104.02,114.52
2004-01-01,104.55,104.57,103.69,,109.6,107.24,102.63,102.17,98.28,100.57,101.01,101.66,,99.18,106.02,,,,,,,,,,,102.41,,,,,93.11,,104.22,
2004-02-01,104.7,104.67,103.79,,109.7,103.84,102.13,102.17,98.38,100.67,101.11,101.71,98.9,99.58,106.32,,,,,,,,,,,102.51,,,,,93.31,,104.42,
2004-03-01,104.95,104.47,104.09,,110.0,104.14,102.93,102.27,98.58,100.67,101.31,101.76,98.85,99.68,106.22,,,,,,,,,,,102.61,110.35,111.0,107.64,114.6,93.21,107.94,104.12,114.12
