codice,x,y,anno,mese,misura livello (metri da p.c.),Quota rifgerimento [m],Piezometria [m s.l.m.]
0151461557,1514440,5036837,1999,1,17.10,123.52,106.42
0151461557,1514440,5036837,1999,2,17.10,123.52,106.42
0151461557,1514440,5036837,1999,3,17.20,123.52,106.32
0151461557,1514440,5036837,1999,4,17.50,123.52,106.02
0151461557,1514440,5036837,1999,5,17.80,123.52,105.72
0151461557,1514440,5036837,1999,6,18.00,123.52,105.52
0151461557,1514440,5036837,1999,7,18.05,123.52,105.47
0151461557,1514440,5036837,1999,8,17.70,123.52,105.82
0151461557,1514440,5036837,1999,9,17.70,123.52,105.82
0151461557,1514440,5036837,1999,10,17.70,123.52,105.82
0151461557,1514440,5036837,1999,11,17.70,123.52,105.82
0151461557,1514440,5036837,1999,12,17.60,123.52,105.92
0151461557,1514440,5036837,2000,1,18.00,123.52,105.52
0151461557,1514440,5036837,2000,2,17.90,123.52,105.62
0151461557,1514440,5036837,2000,3,18.10,123.52,105.42
0151461557,1514440,5036837,2000,4,18.30,123.52,105.22
0151461557,1514440,5036837,2000,5,18.50,123.52,105.02
0151461557,1514440,5036837,2000,6,18.70,123.52,104.82
0151461557,1514440,5036837,2000,7,18.60,123.52,104.92
0151461557,1514440,5036837,2000,8,18.70,123.52,104.82
0151461557,1514440,5036837,2000,9,18.40,123.52,105.12
0151461557,1514440,5036837,2000,10,18.00,123.52,105.52
0151461557,1514440,5036837,2000,11,18.30,123.52,105.22
0151461557,1514440,5036837,2000,12,18.30,123.52,105.22
0151461557,1514440,5036837,2001,1,18.00,123.52,105.52
0151461557,1514440,5036837,2001,2,17.70,123.52,105.82
0151461557,1514440,5036837,2001,3,17.60,123.52,105.92
0151461557,1514440,5036837,2001,4,17.50,123.52,106.02
0151461557,1514440,5036837,2001,5,17.10,123.52,106.42
0151461557,1514440,5036837,2001,6,17.20,123.52,106.32
0151461557,1514440,5036837,2001,7,17.30,123.52,106.22
0151461557,1514440,5036837,2001,8,17.40,123.52,106.12
0151461557,1514440,5036837,2001,9,17.10,123.52,106.42
0151461557,1514440,5036837,2001,10,17.25,123.52,106.27
0151461557,1514440,5036837,2001,11,17.20,123.52,106.32
0151461557,1514440,5036837,2001,12,17.40,123.52,106.12
0151461557,1514440,5036837,2002,1,17.30,123.52,106.22
0151461557,1514440,5036837,2002,2,17.60,123.52,105.92
0151461557,1514440,5036837,2002,3,17.20,123.52,106.32
0151461557,1514440,5036837,2002,4,17.40,123.52,106.12
0151461557,1514440,5036837,2002,5,17.25,123.52,106.27
0151461557,1514440,5036837,2002,6,17.40,123.52,106.12
0151461557,1514440,5036837,2002,8,17.00,123.52,106.52
0151461557,1514440,5036837,2002,9,16.90,123.52,106.62
0151461557,1514440,5036837,2002,10,16.90,123.52,106.62
0151461557,1514440,5036837,2002,11,17.10,123.52,106.42
0151461557,1514440,5036837,2002,12,16.70,123.52,106.82
0151461557,1514440,5036837,2003,1,16.40,123.52,107.12
0151461557,1514440,5036837,2003,2,16.60,123.52,106.92
0151461557,1514440,5036837,2003,3,16.70,123.52,106.82
0151461557,1514440,5036837,2003,4,16.80,123.52,106.72
0151461557,1514440,5036837,2003,6,17.30,123.52,106.22
0151461557,1514440,5036837,2003,7,17.60,123.52,105.92
0151461557,1514440,5036837,2003,8,17.50,123.52,106.02
0151461557,1514440,5036837,2003,9,17.70,123.52,105.82
0151461557,1514440,5036837,2003,10,17.80,123.52,105.72
0151461557,1514440,5036837,2003,11,17.80,123.52,105.72
0151461557,1514440,5036837,2003,12,17.70,123.52,105.82
0151461557,1514440,5036837,2004,1,17.50,123.52,106.02
0151461557,1514440,5036837,2004,2,17.20,123.52,106.32
0151461557,1514440,5036837,2004,3,17.30,123.52,106.22
0151461557,1514440,5036837,2004,4,17.30,123.52,106.22
0151461557,1514440,5036837,2004,5,17.20,123.52,106.32
0151461557,1514440,5036837,2004,6,17.30,123.52,106.22
0151461557,1514440,5036837,2004,8,17.30,123.52,106.22
0151461557,1514440,5036837,2004,9,17.40,123.52,106.12
0151461557,1514440,5036837,2004,10,17.25,123.52,106.27
0151461557,1514440,5036837,2004,11,17.30,123.52,106.22
0151461557,1514440,5036837,2004,12,17.35,123.52,106.17
0151461557,1514440,5036837,2005,2,17.30,123.52,106.22
0151461557,1514440,5036837,2005,3,17.70,123.52,105.82
0151461557,1514440,5036837,2005,4,17.45,123.52,106.07
0151461557,1514440,5036837,2005,5,17.70,123.52,105.82
0151461557,1514440,5036837,2005,6,17.80,123.52,105.72
0151461557,1514440,5036837,2005,7,18.01,123.52,105.51
0151461557,1514440,5036837,2005,8,18.10,123.52,105.42
0151461557,1514440,5036837,2005,9,18.10,123.52,105.42
0151461557,1514440,5036837,2005,10,17.95,123.52,105.57
0151461557,1514440,5036837,2005,11,17.85,123.52,105.67
0151461557,1514440,5036837,2005,12,17.90,123.52,105.62
0151461557,1514440,5036837,2006,1,18.00,123.52,105.52
0151461557,1514440,5036837,2006,2,18.10,123.52,105.42
0151461557,1514440,5036837,2006,3,18.20,123.52,105.32
0151461557,1514440,5036837,2006,4,18.20,123.52,105.32
0151461557,1514440,5036837,2006,5,18.25,123.52,105.27
0151461557,1514440,5036837,2006,6,18.35,123.52,105.17
0151461557,1514440,5036837,2006,7,18.60,123.52,104.92
0151461557,1514440,5036837,2006,8,18.50,123.52,105.02
0151462108,1515164,5031733,2005,3,11.50,112.06,100.56
0151462108,1515164,5031733,2005,9,0.00,112.06,112.06
0151462108,1515164,5031733,2006,3,11.44,112.06,100.62
0151462109,1517600,5033204,2005,3,9.60,111.27,101.67
0151462109,1517600,5033204,2005,9,0.00,111.27,111.27
0151462109,1517600,5033204,2006,3,10.40,111.27,100.87
0151462111,1515221,5034490,2005,3,17.10,119.33,102.23
0151462111,1515221,5034490,2005,9,0.00,119.33,119.33
0151462111,1515221,5034490,2006,3,17.70,119.33,101.63
0151462112,1516498,5033404,2005,3,12.80,114.04,101.24
0151462112,1516498,5033404,2005,9,0.00,114.04,114.04
0151462112,1516498,5033404,2006,3,12.99,114.04,101.05
0151462113,1518418,5035022,2005,3,10.26,113.51,103.25
0151462113,1518418,5035022,2005,9,0.00,113.51,113.51
0151462113,1518418,5035022,2006,3,10.67,113.51,102.84
0151462114,1517216,5035975,2005,3,13.16,117.48,104.32
0151462114,1517216,5035975,2005,9,0.00,117.48,117.48
0151462114,1517216,5035975,2006,3,14.02,117.48,103.46
0151462115,1516475,5038843,2005,3,17.65,129.97,112.32
0151462115,1516475,5038843,2005,9,0.00,129.97,129.97
0151462115,1516475,5038843,2006,3,18.68,129.97,111.29
0151462121,1517408,5037218,2005,3,14.44,121.12,106.68
0151462121,1517408,5037218,2005,9,0.00,121.12,121.12
0151462121,1517408,5037218,2006,3,15.15,121.12,105.97
0151462122,1519827,5033846,2005,3,6.35,108.66,102.31
0151462122,1519827,5033846,2005,9,0.00,108.66,108.66
0151462122,1519827,5033846,2006,3,6.62,108.66,102.04
0151462123,1517501,5031294,2005,3,9.12,108.98,99.86
0151462123,1517501,5031294,2005,9,0.00,108.98,108.98
0151462123,1517501,5031294,2006,3,9.14,108.98,99.84
0151710197,1522946,5032854,1996,1,3.10,105.61,102.51
0151710197,1522946,5032854,1996,2,3.00,105.61,102.61
0151710197,1522946,5032854,1996,3,3.00,105.61,102.61
0151710197,1522946,5032854,1996,4,3.45,105.61,102.16
0151710197,1522946,5032854,1996,5,3.70,105.61,101.91
0151710197,1522946,5032854,1996,6,3.40,105.61,102.21
0151710197,1522946,5032854,1996,7,3.20,105.61,102.41
0151710197,1522946,5032854,1996,8,3.05,105.61,102.56
0151710197,1522946,5032854,1996,9,3.00,105.61,102.61
0151710197,1522946,5032854,1996,10,3.15,105.61,102.46
0151710197,1522946,5032854,1996,11,3.40,105.61,102.21
0151710197,1522946,5032854,1996,12,3.30,105.61,102.31
0151710197,1522946,5032854,1999,1,1.70,105.61,103.91
0151710197,1522946,5032854,1999,2,1.97,105.61,103.64
0151710197,1522946,5032854,1999,3,3.70,105.61,101.91
0151710197,1522946,5032854,1999,4,3.80,105.61,101.81
0151710197,1522946,5032854,1999,5,1.95,105.61,103.66
0151710197,1522946,5032854,1999,6,3.80,105.61,101.81
0151710197,1522946,5032854,1999,8,3.00,105.61,102.61
0151710197,1522946,5032854,1999,9,3.00,105.61,102.61
0151710197,1522946,5032854,1999,10,3.15,105.61,102.46
0151710197,1522946,5032854,1999,11,3.10,105.61,102.51
0151710197,1522946,5032854,1999,12,3.30,105.61,102.31
0151710197,1522946,5032854,2000,1,3.70,105.61,101.91
0151710197,1522946,5032854,2000,2,4.00,105.61,101.61
0151710197,1522946,5032854,2000,3,4.15,105.61,101.46
0151710197,1522946,5032854,2000,5,3.80,105.61,101.81
0151710197,1522946,5032854,2000,6,3.70,105.61,101.91
0151710197,1522946,5032854,2000,7,3.50,105.61,102.11
0151710197,1522946,5032854,2000,9,3.30,105.61,102.31
0151710197,1522946,5032854,2000,10,3.60,105.61,102.01
0151710197,1522946,5032854,2000,11,3.00,105.61,102.61
0151710197,1522946,5032854,2000,12,3.15,105.61,102.46
0151710197,1522946,5032854,2001,1,3.10,105.61,102.51
0151710197,1522946,5032854,2001,2,3.30,105.61,102.31
0151710197,1522946,5032854,2001,3,3.40,105.61,102.21
0151710197,1522946,5032854,2001,4,3.50,105.61,102.11
0151710197,1522946,5032854,2001,5,3.10,105.61,102.51
0151710197,1522946,5032854,2001,6,3.10,105.61,102.51
0151710197,1522946,5032854,2001,7,2.80,105.61,102.81
0151710197,1522946,5032854,2001,8,2.80,105.61,102.81
0151710197,1522946,5032854,2001,9,3.00,105.61,102.61
0151710197,1522946,5032854,2002,1,3.40,105.61,102.21
0151710197,1522946,5032854,2002,2,3.10,105.61,102.51
0151710197,1522946,5032854,2002,3,2.80,105.61,102.81
0151710197,1522946,5032854,2002,4,3.30,105.61,102.31
0151710197,1522946,5032854,2002,5,3.80,105.61,101.81
0151710197,1522946,5032854,2002,6,0.00,105.61,105.61
0151710197,1522946,5032854,2002,8,3.40,105.61,102.21
0151710197,1522946,5032854,2002,9,3.20,105.61,102.41
0151710197,1522946,5032854,2002,10,3.20,105.61,102.41
0151710197,1522946,5032854,2002,11,3.40,105.61,102.21
0151710197,1522946,5032854,2002,12,3.20,105.61,102.41
0151710197,1522946,5032854,2003,5,3.00,105.61,102.61
0151710197,1522946,5032854,2003,6,3.30,105.61,102.31
0151710197,1522946,5032854,2003,8,3.10,105.61,102.51
0151710197,1522946,5032854,2003,9,3.00,105.61,102.61
0151710197,1522946,5032854,2003,10,3.00,105.61,102.61
0151710197,1522946,5032854,2003,11,3.20,105.61,102.41
0151710197,1522946,5032854,2003,12,3.30,105.61,102.31
0151710197,1522946,5032854,2004,1,3.20,105.61,102.41
0151710197,1522946,5032854,2004,2,3.10,105.61,102.51
0151710197,1522946,5032854,2004,3,3.00,105.61,102.61
0151710197,1522946,5032854,2004,5,3.00,105.61,102.61
0151710197,1522946,5032854,2004,6,3.00,105.61,102.61
0151710197,1522946,5032854,2004,8,2.80,105.61,102.81
0151710197,1522946,5032854,2004,9,2.90,105.61,102.71
0151710197,1522946,5032854,2005,1,3.10,105.61,102.51
0151710197,1522946,5032854,2005,2,3.00,105.61,102.61
0151710197,1522946,5032854,2005,3,3.30,105.61,102.31
0151710197,1522946,5032854,2005,5,3.31,105.61,102.30
0151710197,1522946,5032854,2005,6,3.11,105.61,102.50
0151710197,1522946,5032854,2005,7,3.00,105.61,102.61
0151710197,1522946,5032854,2005,8,2.80,105.61,102.81
0151710197,1522946,5032854,2005,9,2.81,105.61,102.80
0151710197,1522946,5032854,2005,10,2.80,105.61,102.81
0151710197,1522946,5032854,2005,11,3.10,105.61,102.51
0151710197,1522946,5032854,2005,12,3.00,105.61,102.61
0151710197,1522946,5032854,2006,1,3.20,105.61,102.41
0151710197,1522946,5032854,2006,2,3.10,105.61,102.51
0151710197,1522946,5032854,2006,3,3.10,105.61,102.51
0151750006,1525252,5038044,1996,1,8.00,119.50,111.50
0151750006,1525252,5038044,1996,2,7.40,119.50,112.10
0151750006,1525252,5038044,1996,3,7.80,119.50,111.70
0151750006,1525252,5038044,1996,4,8.00,119.50,111.50
0151750006,1525252,5038044,1996,5,9.40,119.50,110.10
0151750006,1525252,5038044,1996,6,8.70,119.50,110.80
0151750006,1525252,5038044,1996,7,7.50,119.50,112.00
0151750006,1525252,5038044,1996,8,6.70,119.50,112.80
0151750006,1525252,5038044,1996,9,5.80,119.50,113.70
0151750006,1525252,5038044,1996,10,6.80,119.50,112.70
0151750006,1525252,5038044,1996,11,7.30,119.50,112.20
0151750006,1525252,5038044,1996,12,7.70,119.50,111.80
0151750006,1525252,5038044,1997,1,6.70,119.50,112.80
0151750006,1525252,5038044,1997,2,7.30,119.50,112.20
0151750006,1525252,5038044,1997,3,8.10,119.50,111.40
0151750006,1525252,5038044,1997,4,9.00,119.50,110.50
0151750006,1525252,5038044,1997,5,9.20,119.50,110.30
0151750006,1525252,5038044,1997,6,8.40,119.50,111.10
0151750006,1525252,5038044,1997,7,6.70,119.50,112.80
0151750006,1525252,5038044,1997,9,5.00,119.50,114.50
0151750006,1525252,5038044,1997,10,5.30,119.50,114.20
0151750006,1525252,5038044,1997,11,6.80,119.50,112.70
0151750006,1525252,5038044,1997,12,6.80,119.50,112.70
0151750006,1525252,5038044,1998,1,7.30,119.50,112.20
0151750006,1525252,5038044,1998,2,7.70,119.50,111.80
0151750006,1525252,5038044,1998,3,8.30,119.50,111.20
0151750006,1525252,5038044,1998,4,9.00,119.50,110.50
0151750006,1525252,5038044,1999,1,5.90,119.50,113.60
0151750006,1525252,5038044,1999,2,6.00,119.50,113.50
0151750006,1525252,5038044,1999,3,6.25,119.50,113.25
0151750006,1525252,5038044,1999,4,6.80,119.50,112.70
0151750006,1525252,5038044,1999,5,7.00,119.50,112.50
0151750006,1525252,5038044,1999,6,6.20,119.50,113.30
0151750006,1525252,5038044,1999,8,4.50,119.50,115.00
0151750006,1525252,5038044,1999,9,4.00,119.50,115.50
0151750006,1525252,5038044,1999,10,4.40,119.50,115.10
0151750006,1525252,5038044,1999,11,4.70,119.50,114.80
0151750006,1525252,5038044,1999,12,5.10,119.50,114.40
0151750006,1525252,5038044,2000,1,8.10,119.50,111.40
0151750006,1525252,5038044,2000,2,8.50,119.50,111.00
0151750006,1525252,5038044,2000,3,9.40,119.50,110.10
0151750006,1525252,5038044,2000,4,9.90,119.50,109.60
0151750006,1525252,5038044,2000,5,10.90,119.50,108.60
0151750006,1525252,5038044,2000,6,10.00,119.50,109.50
0151750006,1525252,5038044,2000,7,9.00,119.50,110.50
0151750006,1525252,5038044,2000,9,7.00,119.50,112.50
0151750006,1525252,5038044,2000,10,7.00,119.50,112.50
0151750006,1525252,5038044,2000,11,7.00,119.50,112.50
0151750006,1525252,5038044,2000,12,6.80,119.50,112.70
0151750006,1525252,5038044,2001,1,7.00,119.50,112.50
0151750006,1525252,5038044,2001,2,6.80,119.50,112.70
0151750006,1525252,5038044,2001,3,7.20,119.50,112.30
0151750006,1525252,5038044,2001,4,8.00,119.50,111.50
0151750006,1525252,5038044,2001,5,8.40,119.50,111.10
0151750006,1525252,5038044,2001,6,8.10,119.50,111.40
0151750006,1525252,5038044,2001,7,7.10,119.50,112.40
0151750006,1525252,5038044,2001,8,6.60,119.50,112.90
0151750006,1525252,5038044,2001,9,6.00,119.50,113.50
0151750006,1525252,5038044,2001,10,6.50,119.50,113.00
0151750006,1525252,5038044,2002,1,6.80,119.50,112.70
0151750006,1525252,5038044,2002,2,7.10,119.50,112.40
0151750006,1525252,5038044,2002,3,7.80,119.50,111.70
0151750006,1525252,5038044,2002,8,6.15,119.50,113.35
0151750006,1525252,5038044,2002,9,6.00,119.50,113.50
0151750006,1525252,5038044,2002,12,6.80,119.50,112.70
0151750006,1525252,5038044,2003,3,8.25,119.50,111.25
0151750006,1525252,5038044,2003,6,7.60,119.50,111.90
0151750006,1525252,5038044,2003,9,6.50,119.50,113.00
0151750006,1525252,5038044,2003,12,7.90,119.50,111.60
0151750006,1525252,5038044,2004,3,9.15,119.50,110.35
0151750006,1525252,5038044,2004,6,6.20,119.50,113.30
0151750006,1525252,5038044,2004,9,6.20,119.50,113.30
0151750006,1525252,5038044,2005,3,9.20,119.50,110.30
0151750006,1525252,5038044,2005,6,8.08,119.50,111.42
0151750006,1525252,5038044,2005,9,7.78,119.50,111.72
0151750006,1525252,5038044,2005,12,9.20,119.50,110.30
0151750006,1525252,5038044,2006,3,9.70,119.50,109.80
0151750008,1525340,5039735,1999,1,9.00,125.00,116.00
0151750008,1525340,5039735,1999,2,9.30,125.00,115.70
0151750008,1525340,5039735,1999,3,9.60,125.00,115.40
0151750008,1525340,5039735,1999,4,10.10,125.00,114.90
0151750008,1525340,5039735,1999,5,10.60,125.00,114.40
0151750008,1525340,5039735,1999,6,10.00,125.00,115.00
0151750008,1525340,5039735,1999,8,7.30,125.00,117.70
0151750008,1525340,5039735,1999,9,6.40,125.00,118.60
0151750008,1525340,5039735,1999,10,6.70,125.00,118.30
0151750008,1525340,5039735,1999,11,7.30,125.00,117.70
0151750008,1525340,5039735,1999,12,7.40,125.00,117.60
0151750008,1525340,5039735,2000,1,13.80,125.00,111.20
0151750008,1525340,5039735,2000,2,14.30,125.00,110.70
0151750008,1525340,5039735,2000,3,14.70,125.00,110.30
0151750008,1525340,5039735,2000,4,15.10,125.00,109.90
0151750008,1525340,5039735,2000,5,15.20,125.00,109.80
0151750008,1525340,5039735,2000,6,15.30,125.00,109.70
0151750008,1525340,5039735,2000,7,15.00,125.00,110.00
0151750008,1525340,5039735,2000,9,13.50,125.00,111.50
0151750008,1525340,5039735,2000,10,13.30,125.00,111.70
0151750008,1525340,5039735,2000,11,13.50,125.00,111.50
0151750008,1525340,5039735,2000,12,13.70,125.00,111.30
0151750008,1525340,5039735,2001,1,13.00,125.00,112.00
0151750008,1525340,5039735,2001,2,13.30,125.00,111.70
0151750008,1525340,5039735,2001,3,13.60,125.00,111.40
0151750008,1525340,5039735,2001,4,13.80,125.00,111.20
0151750008,1525340,5039735,2001,5,13.80,125.00,111.20
0151750008,1525340,5039735,2001,6,13.60,125.00,111.40
0151750008,1525340,5039735,2001,7,13.20,125.00,111.80
0151750008,1525340,5039735,2001,8,12.80,125.00,112.20
0151750008,1525340,5039735,2001,9,12.40,125.00,112.60
0151750008,1525340,5039735,2001,10,12.00,125.00,113.00
0151750008,1525340,5039735,2002,1,12.40,125.00,112.60
0151750008,1525340,5039735,2002,2,12.70,125.00,112.30
0151750008,1525340,5039735,2002,3,12.80,125.00,112.20
0151750008,1525340,5039735,2002,4,14.30,125.00,110.70
0151750008,1525340,5039735,2002,5,14.50,125.00,110.50
0151750008,1525340,5039735,2002,8,13.40,125.00,111.60
0151750008,1525340,5039735,2002,9,13.00,125.00,112.00
0151750008,1525340,5039735,2002,10,12.70,125.00,112.30
0151750008,1525340,5039735,2002,12,13.00,125.00,112.00
0151750008,1525340,5039735,2003,6,14.00,125.00,111.00
0151750008,1525340,5039735,2003,9,13.30,125.00,111.70
0151750008,1525340,5039735,2003,12,13.60,125.00,111.40
0151750008,1525340,5039735,2004,3,14.00,125.00,111.00
0151750008,1525340,5039735,2004,6,13.80,125.00,111.20
0151750008,1525340,5039735,2004,9,14.10,125.00,110.90
0151750008,1525340,5039735,2005,3,14.30,125.00,110.70
0151750008,1525340,5039735,2005,6,14.00,125.00,111.00
0151750008,1525340,5039735,2005,9,13.20,125.00,111.80
0151750008,1525340,5039735,2005,12,13.80,125.00,111.20
0151750008,1525340,5039735,2006,3,14.00,125.00,111.00
0151750289,1525025,5036125,1996,1,4.21,113.14,108.93
0151750289,1525025,5036125,1996,2,4.00,113.14,109.14
0151750289,1525025,5036125,1996,3,4.55,113.14,108.59
0151750289,1525025,5036125,1996,4,4.80,113.14,108.34
0151750289,1525025,5036125,1996,5,5.10,113.14,108.04
0151750289,1525025,5036125,1996,6,5.85,113.14,107.29
0151750289,1525025,5036125,1996,7,4.90,113.14,108.24
0151750289,1525025,5036125,1996,8,4.00,113.14,109.14
0151750289,1525025,5036125,1996,9,3.50,113.14,109.64
0151750289,1525025,5036125,1996,10,4.15,113.14,108.99
0151750289,1525025,5036125,1996,11,4.30,113.14,108.84
0151750289,1525025,5036125,1999,1,5.90,113.14,107.24
0151750289,1525025,5036125,1999,2,6.00,113.14,107.14
0151750289,1525025,5036125,1999,3,6.25,113.14,106.89
0151750289,1525025,5036125,1999,4,6.80,113.14,106.34
0151750289,1525025,5036125,1999,5,7.00,113.14,106.14
0151750289,1525025,5036125,1999,6,6.20,113.14,106.94
0151750289,1525025,5036125,1999,8,4.50,113.14,108.64
0151750289,1525025,5036125,1999,9,4.00,113.14,109.14
0151750289,1525025,5036125,1999,10,4.40,113.14,108.74
0151750289,1525025,5036125,1999,11,4.70,113.14,108.44
0151750289,1525025,5036125,1999,12,5.10,113.14,108.04
0151750289,1525025,5036125,2000,1,5.10,113.14,108.04
0151750289,1525025,5036125,2000,2,5.80,113.14,107.34
0151750289,1525025,5036125,2000,3,6.30,113.14,106.84
0151750289,1525025,5036125,2000,4,6.70,113.14,106.44
0151750289,1525025,5036125,2000,5,7.00,113.14,106.14
0151750289,1525025,5036125,2000,6,6.00,113.14,107.14
0151750289,1525025,5036125,2000,7,5.30,113.14,107.84
0151750289,1525025,5036125,2000,9,4.80,113.14,108.34
0151750289,1525025,5036125,2000,10,4.70,113.14,108.44
0151750289,1525025,5036125,2000,11,4.00,113.14,109.14
0151750289,1525025,5036125,2000,12,4.50,113.14,108.64
0151750289,1525025,5036125,2001,1,4.00,113.14,109.14
0151750289,1525025,5036125,2001,2,4.20,113.14,108.94
0151750289,1525025,5036125,2001,3,4.50,113.14,108.64
0151750289,1525025,5036125,2001,4,5.00,113.14,108.14
0151750289,1525025,5036125,2001,5,5.30,113.14,107.84
0151750289,1525025,5036125,2001,6,5.20,113.14,107.94
0151750289,1525025,5036125,2001,7,4.90,113.14,108.24
0151750289,1525025,5036125,2001,8,4.50,113.14,108.64
0151750289,1525025,5036125,2001,9,4.20,113.14,108.94
0151750289,1525025,5036125,2001,10,4.00,113.14,109.14
0151750289,1525025,5036125,2002,1,4.50,113.14,108.64
0151750289,1525025,5036125,2002,2,4.60,113.14,108.54
0151750289,1525025,5036125,2002,3,4.80,113.14,108.34
0151750289,1525025,5036125,2002,4,6.00,113.14,107.14
0151750289,1525025,5036125,2002,5,6.20,113.14,106.94
0151750289,1525025,5036125,2002,8,5.00,113.14,108.14
0151750289,1525025,5036125,2002,9,4.60,113.14,108.54
0151750289,1525025,5036125,2002,10,4.90,113.14,108.24
0151750289,1525025,5036125,2002,12,5.10,113.14,108.04
0151750289,1525025,5036125,2003,6,5.80,113.14,107.34
0151750289,1525025,5036125,2003,9,5.10,113.14,108.04
0151750289,1525025,5036125,2003,12,5.30,113.14,107.84
0151750289,1525025,5036125,2004,3,5.50,113.14,107.64
0151750289,1525025,5036125,2004,6,5.70,113.14,107.44
0151750289,1525025,5036125,2004,9,5.60,113.14,107.54
0151750289,1525025,5036125,2005,3,5.80,113.14,107.34
0151750289,1525025,5036125,2005,6,5.60,113.14,107.54
0151750289,1525025,5036125,2005,9,5.10,113.14,108.04
0151750289,1525025,5036125,2005,12,5.40,113.14,107.74
0151750289,1525025,5036125,2006,3,5.50,113.14,107.64
0151750291,1525340,5039735,2001,1,8.50,125.00,116.50
0151750291,1525340,5039735,2001,2,8.70,125.00,116.30
0151750291,1525340,5039735,2001,3,9.00,125.00,116.00
0151750291,1525340,5039735,2001,4,10.70,125.00,114.30
0151750291,1525340,5039735,2001,5,10.50,125.00,114.50
0151750291,1525340,5039735,2001,6,10.10,125.00,114.90
0151750291,1525340,5039735,2001,7,10.00,125.00,115.00
0151750291,1525340,5039735,2001,8,9.40,125.00,115.60
0151750291,1525340,5039735,2001,9,9.20,125.00,115.80
0151750291,1525340,5039735,2001,10,9.00,125.00,116.00
0151750291,1525340,5039735,2002,8,7.80,125.00,117.20
0151750291,1525340,5039735,2002,9,7.70,125.00,117.30
0151750291,1525340,5039735,2002,10,8.10,125.00,116.90
0151750291,1525340,5039735,2002,12,8.40,125.00,116.60
0151750291,1525340,5039735,2003,6,10.40,125.00,114.60
0151750291,1525340,5039735,2003,9,9.20,125.00,115.80
0151750291,1525340,5039735,2003,12,9.70,125.00,115.30
0151750291,1525340,5039735,2004,3,10.40,125.00,114.60
0151750291,1525340,5039735,2004,6,10.10,125.00,114.90
0151750291,1525340,5039735,2004,9,10.50,125.00,114.50
0151750291,1525340,5039735,2005,3,10.70,125.00,114.30
0151750291,1525340,5039735,2005,6,10.40,125.00,114.60
0151750291,1525340,5039735,2005,9,9.90,125.00,115.10
0151750291,1525340,5039735,2005,12,10.30,125.00,114.70
0151750291,1525340,5039735,2006,3,10.10,125.00,114.90
0151920005,1520822,5030727,1999,1,15.85,103.51,87.66
0151920005,1520822,5030727,1999,2,16.55,103.51,86.96
0151920005,1520822,5030727,1999,3,10.60,103.51,92.91
0151920005,1520822,5030727,1999,4,17.50,103.51,86.01
0151920005,1520822,5030727,1999,5,17.46,103.51,86.05
0151920005,1520822,5030727,1999,6,11.60,103.51,91.91
0151920005,1520822,5030727,1999,7,17.30,103.51,86.21
0151920005,1520822,5030727,1999,8,9.80,103.51,93.71
0151920005,1520822,5030727,1999,9,16.35,103.51,87.16
0151920005,1520822,5030727,1999,10,9.20,103.51,94.31
0151920005,1520822,5030727,1999,11,11.50,103.51,92.01
0151920005,1520822,5030727,1999,12,9.40,103.51,94.11
0151920005,1520822,5030727,2000,1,9.50,103.51,94.01
0151920005,1520822,5030727,2000,2,10.00,103.51,93.51
0151920005,1520822,5030727,2000,3,10.40,103.51,93.11
0151920005,1520822,5030727,2000,5,10.40,103.51,93.11
0151920005,1520822,5030727,2000,6,10.70,103.51,92.81
0151920005,1520822,5030727,2000,7,10.30,103.51,93.21
0151920005,1520822,5030727,2000,9,7.70,103.51,95.81
0151920005,1520822,5030727,2000,10,9.50,103.51,94.01
0151920005,1520822,5030727,2000,11,8.70,103.51,94.81
0151920005,1520822,5030727,2000,12,9.10,103.51,94.41
0151920005,1520822,5030727,2001,1,9.80,103.51,93.71
0151920005,1520822,5030727,2001,2,10.10,103.51,93.41
0151920005,1520822,5030727,2001,3,10.40,103.51,93.11
0151920005,1520822,5030727,2001,4,10.50,103.51,93.01
0151920005,1520822,5030727,2001,5,10.00,103.51,93.51
0151920005,1520822,5030727,2001,6,10.00,103.51,93.51
0151920005,1520822,5030727,2001,7,9.80,103.51,93.71
0151920005,1520822,5030727,2001,8,9.30,103.51,94.21
0151920005,1520822,5030727,2001,9,9.70,103.51,93.81
0151920005,1520822,5030727,2001,10,9.60,103.51,93.91
0151920005,1520822,5030727,2002,1,10.30,103.51,93.21
0151920005,1520822,5030727,2002,2,10.00,103.51,93.51
0151920005,1520822,5030727,2002,3,9.40,103.51,94.11
0151920005,1520822,5030727,2002,4,10.30,103.51,93.21
0151920005,1520822,5030727,2002,5,10.60,103.51,92.91
0151920005,1520822,5030727,2002,6,93.09,103.51,10.42
0151920005,1520822,5030727,2002,8,9.20,103.51,94.31
0151920005,1520822,5030727,2002,9,9.40,103.51,94.11
0151920005,1520822,5030727,2002,10,9.60,103.51,93.91
0151920005,1520822,5030727,2002,11,10.00,103.51,93.51
0151920005,1520822,5030727,2002,12,10.20,103.51,93.31
0151920005,1520822,5030727,2003,1,10.00,103.51,93.51
0151920005,1520822,5030727,2003,2,9.70,103.51,93.81
0151920005,1520822,5030727,2003,4,10.30,103.51,93.21
0151920005,1520822,5030727,2003,5,10.50,103.51,93.01
0151920005,1520822,5030727,2003,6,10.90,103.51,92.61
