CODICE_SIF,CODICE_PP,PROVINCIA,COMUNE,DITTA_INDIRIZZO,DENOMINAZIONE,TIPO,X,Y,Z_BOCCA_POZZO,MOD_COORDINATE,FONTE_COORDINATE,PROFONDITA,FILTRI_DA,FILTRI_A,MODIFICAFILTRI_PROFONDITA,FILTRI,QUOTA_DTM,BASE_A_SLM,BASE_B_SLM,BASE_ISS_SLM,BASE_ISI_SLM,TIPO_FALDA,CLASSIFICAZIONE_POLITECNICO,CLASSIFICAZIONE_EUPOLIS,SCHEDA_STRATIGRAFICA,LIVELLI_FALDA,N_PRATICA_AGISCO,FONTE
0151462071,PO015146NR2071,MI,MILANO,PZ6 Faema Via Ventura -  Milano,,PIEZOMETRO,1519088,5036800,,,,15,ND,ND,,,116.8,83.42264,16.92837,79.31823,1.31674,SEPARATA,A,ISS,,,,progPLUMES
0151462085,MM121,MI,MILANO,LARGO GELSOMINI,,PIEZOMETRO,1510622.1,5032902.2,117.46,,,20,14,20.00,,,117.49,88.98789,5.80125,72.54184,-5.82126,SEPARATA,A,ISS,,,,progPLUMES
0151462088,MM124,MI,MILANO,PIAZZA BOLIVAR,,PIEZOMETRO,1511923.6,5033523.2,118.2,,,20,14,20.00,,,118.16,83.52299,10.9862,74.46169,-6.55827,SEPARATA,A,ISS,,,,progPLUMES
0151462090,MM126,MI,MILANO,VIA DEZZA,,PIEZOMETRO,1512866,5033976.1,118.4,,,20,14,20.00,,,117.85,81.42298,9.08483,76.57221,-7.08641,SEPARATA,A,ISS,,,,progPLUMES
0151462105,ACQ1,MI,MILANO,SCUOLA VIA MANTEGNA 8/10,,PIEZOMETRO,1513156,5036733,125.51,,,25,ND,ND,,,124.85,96.03123,26.40495,90.34226,5.34488,SEPARATA,A,ISS,,,,progPLUMES
0151462106,ACQ10,MI,MILANO,VIA CAPRILLI,,PIEZOMETRO,1510728,5036219,124.79,,,25,ND,ND,,,124.55,97.12419,24.01394,87.09645,15.60132,SEPARATA,A,ISS,,,,progPLUMES
0151462109,ACQ14,MI,MILANO,SCUOLA VIA MONTE VELINO 2/4,,PIEZOMETRO,1517600,5033204,111.27,,,25,ND,ND,,,110.31,70.42364,-0.80827,68.35037,-25.54349,SEPARATA,A,ISS,,,,progPLUMES
0151462110,PO015146NR2110,MI,MILANO,SCUOLA VIA PISA 5/2,,PIEZOMETRO,1509409,5033199,119.34,,,25,ND,ND,,,118.97,89.24246,7.61879,72.91058,-0.35225,SEPARATA,A,ISS,,,,progPLUMES
0151462111,ACQ2,MI,MILANO,GIARDINI PIAZZA FONTANA,,PIEZOMETRO,1515221,5034490,119.33,,,25,ND,ND,,,117.19,81.80984,8.24182,78.33169,-11.22729,SEPARATA,A,ISS,,,,progPLUMES
0151462112,ACQ23,MI,MILANO,PIAZZA LIBIA,,PIEZOMETRO,1516498,5033404,114.04,,,25,ND,ND,,,113.26,72.72678,1.36164,71.61836,-20.49529,SEPARATA,A,ISS,,,,progPLUMES
0151462113,ACQ24,MI,MILANO,VIA DON CARLO S. MARTINI 10,,PIEZOMETRO,1518418,5035022,113.51,,,25,ND,ND,,,113.41,84.61975,4.30662,73.24383,-14.56654,SEPARATA,A,ISS,,,,progPLUMES
0151462115,ACQ26,MI,MILANO,Via Bottelli 1/3 - scuola,,PIEZOMETRO,1516475,5038843,127.97,,,25,ND,ND,,,132.02,92.03132,33.60238,90.53925,18.00979,SEPARATA,A,ISS,,,,progPLUMES
0151462116,ACQ27,MI,MILANO,SCUOLA VIA SANT'UGUZZONE 10,,PIEZOMETRO,1517657,5040854,134.85,,,25,ND,ND,,,134.21,107.31919,40.891,94.13644,42.27268,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462117,ACQ29,MI,MILANO,VIA MAFFUCCI 60,,PIEZOMETRO,1513432,5038770,131.57,,,25,ND,ND,,,130.98,100.93327,36.85117,97.00689,17.06744,SEPARATA,A,ISS,,,,progPLUMES
0151462118,ACQ30,MI,MILANO,VIA ALASSIO,,PIEZOMETRO,1510289,5039096,134.49,,,25,ND,ND,,,137.52,95.11315,43.04729,102.45546,42.82296,SEPARATA,A,ISS,,,,progPLUMES
0151462119,ACQ33,MI,MILANO,"VIA BARONI, 85",,PIEZOMETRO,1513418,5028002,104.86,,,25,ND,ND,,,104.99,59.25339,-24.30138,62.22794,-36.82359,SEPARATA,A,ISS,,,,progPLUMES
0151462120,ACQ34,MI,MILANO,SCUOLA VIA TOSI 21,,PIEZOMETRO,1512422,5032321,113.38,,,25,ND,ND,,,113.18,82.94913,3.38831,71.52202,-15.56564,SEPARATA,A,ISS,,,,progPLUMES
0151462121,ACQ5,MI,MILANO,"SCUOLA VIA COSTA, 24",,PIEZOMETRO,1517408,5037218,121.12,,,25,ND,ND,,,121.09,90.50462,23.84472,84.75496,4.52706,SEPARATA,A,ISS,,,,progPLUMES
0151462122,ACQ6,MI,MILANO,ACQUEDOTTO DI MILANO MM SERVIZI IDRICI INTEGRATI ACQ 6 CASCINA MONLUE',,PIEZOMETRO,1519827,5033846,108.66,,,25,ND,ND,,,108.82,72.97331,7.06189,66.80274,-23.96804,SEPARATA,A,ISS,,,,progPLUMES
0151462123,ACQ7,MI,MILANO,"Via Barabino, 2 - scuola",,PIEZOMETRO,1517501,5031294,108.98,,,25,ND,ND,,,109.21,65.42937,-12.94825,64.73803,-34.38295,SEPARATA,A,ISS,,,,progPLUMES
0151462124,ACQ9,MI,MILANO,Via De Pretis 15 - scuola materna,,PIEZOMETRO,1511936,5030762,112.09,,,25,ND,ND,,,112.15,78.12066,-11.30679,68.3357,-20.88958,SEPARATA,A,ISS,,,,progPLUMES
0151462126,INT2,MI,MILANO,CONCA DEL NAVIGLIO,,PIEZOMETRO,1513914,5033550,116.64,,,25,ND,ND,,,116.24,77.93263,5.97765,75.7406,-11.73427,SEPARATA,A,ISS,,,,progPLUMES
0151462133,PO015146NR2133,MI,MILANO,"FILCASA SPA PZ 1 - MURAT, 84",,PIEZOMETRO,1514828,5039034,,,,29,ND,ND,,,136.03,103.99119,36.11285,94.4682,17.41636,SEPARATA,A,ISS,,,,progPLUMES
0151462140,PO015146NR2140,MI,MILANO,AREA EX DOLLMAR P4 MONTE VIA BARONA 31,,PIEZOMETRO,1511906,5031420,,,,25,ND,ND,,,112.52,86.27191,-5.29277,69.79831,-17.36725,SEPARATA,A,ISS,,,,progPLUMES
0151460554,151460554,MI,MILANO,P.ZZALE BANDE NERE 7,12,POZZO,1510681.869,5034170.35,120.2,,,68.01,41.51,66.31,Fonte Db MM,,119.84,88.0087,11.81949,75.67725,0.34074,SEPARATA,B,ISI,,,,progPLUMES
0151462164,PO015146NR2164,MI,MILANO,AREA EX PIRELLI BICOCCA - VIA SESTO SAN GIOVANNI - EDIFICIO 333 (EX 7) ,PZ23 (EXPZT),PIEZOMETRO,1516874,5040418,,,DA MAPPA,30.00,ND,ND,,PARZIALE,130.70,100.64,40.55,93.70,29.88,TRANSIZIONE,A,ISS,ASSENTE,ASSENTE,,MIND
0151462198,PO015146NR2198,MI,MILANO,EX SIEROTERAPICO - VIA DARWIN 22 ,PZ1,PIEZOMETRO,1513561,5032577,,,DA DB ACCESS,20.00,9.00,18.00,SI,SINGOLO,113.83,73.34,1.65,72.04,-17.84,SEPARATA,A,ISS,Log Stratigrafici\0151462198.pdf,ASSENTE,MI146.0220,MIND
0151462215,PO015146NR2215,MI,MILANO,"PZ 1 - exFONDERIE VITALI - Via Guicciardi,9",,PIEZOMETRO,1513470,5038880,,,,35,20,35.00,,,131.39,100.96094,37.73611,97.50227,19.42399,SEPARATA,A,ISS,,,,progPLUMES
0151462216,PO015146NR2216,MI,MILANO,"PZ 2  exFONDERIE VITALI - Via Guicciardi,9",,PIEZOMETRO,1513495,5038800,,,,30,20,30.00,,,131.03,101.01661,37.09222,97.00689,17.06744,SEPARATA,A,ISS,,,,progPLUMES
0151460555,151460555,MI,MILANO,VIA CRIMEA CORTILE CENTRALE A. P.,13,POZZO,1510372.379,5034257.408,120.85,,,109.78,53.40,107.71,,,120.59,86.83648,13.91712,76.1674,2.80845,SEPARATA,B,ISI,,,,progPLUMES
0151462274,PO015146NRA255,MI,MILANO,Cava di Geregnano Pz6,,PIEZOMETRO,1508670,5033208,,,,20,ND,ND,,,118.64,88.40032,8.02172,73.3535,3.6221,SEPARATA,A,ISS,,,,progPLUMES
0151462279,PO015146NR2279,MI,MILANO,Cava di Geregnano,,PIEZOMETRO,1508910,5032711,,,,20,ND,ND,,,116.41,86.07227,4.72493,72.0965,-0.05491,SEPARATA,A,ISS,,,,progPLUMES
0151462296,PO015146NR2296,MI,MILANO,AREA EX TIBB  - P.LE LODI 3,PZ13,PIEZOMETRO,1516976.036,5032632.795,,,DA PRATICA,15.00,7.00,15.00,,SI,111.14,68.66,-4.27,68.40,-25.99,SEPARATA,A,ISS,ASSENTE,ASSENTE,MI146.0125,MIND
0151462299,PO015146NR2299,MI,MILANO,AREA EX TIBB  - P.LE LODI 3,PZ16,PIEZOMETRO,1516959.298,5032558.832,,,DA PRATICA,15.00,7.00,15.00,,SI,111.36,68.39,-4.68,67.94,-26.94,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151462319,PO015146NR2319,MI,MILANO,GECOFIN SRL - PZ 5 VIA GIUSEPPE TACCIOLI,,PIEZOMETRO,1513062,5040501,,,,39,ND,ND,,,137.75,101.98196,48.53159,103.25377,42.40811,SEPARATA,A,ISS,,,,progPLUMES
0151462320,PO015146NR2320,MI,MILANO,GECOFIN SRL - P Z6 VIA GIUSEPPE TACCIOLI,,PIEZOMETRO,1512962,5040438,,,,38,ND,ND,,,138.01,101.95818,47.95358,104.1986,43.44815,SEPARATA,A,ISS,,,,progPLUMES
0151462323,PO015146NR2323,MI,MILANO,EX DISTILLERIE LOMBARDE DI CATRAME - VIA COSENZ 54 ,PZ5,PIEZOMETRO,1512811,5039076,,,DA DB ACCESS,25.00,ND,ND,,PARZIALE,132.55,99.63,37.91,99.35,26.02,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151462328,PO015146NR2328,MI,MILANO,"PZ.A - GASPAROTTO FONDAL - Via Carlo Bo,7",,PIEZOMETRO,1512944,5032079,,,,20,ND,ND,,,111.75,76.95322,-1.01304,70.98897,-18.33635,SEPARATA,A,ISS,,,,progPLUMES
0151462329,PO015146NR2329,MI,MILANO,"PZB- GASPAROTTO FONDAL Via Carlo Bo,7",,PIEZOMETRO,1512919,5032057,,,,20,ND,ND,,,111.76,77.61493,-1.71103,70.98897,-18.33635,SEPARATA,A,ISS,,,,progPLUMES
0151462330,PO015146NR2330,MI,MILANO,"PZC - GASPAROTTO FONDAL Via Carlo Bo, 7",,PIEZOMETRO,1512875,5032057,,,,20,ND,ND,,,111.83,77.87025,-1.67204,70.98897,-18.33635,SEPARATA,A,ISS,,,,progPLUMES
0151462351,PO015146NR2351,MI,MILANO,PPG INDUSTRIES ITALIA - VIA COMASINA 121 ,PZMWSE2,PIEZOMETRO,1512567,5041916,,,DA DB ACCESS,30.00,ND,ND,,PARZIALE,143.49,111.24,66.52,111.94,62.69,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151462358,PO015146NR2358,MI,MILANO,"PZ 1 ex Broggi - EUROMILANO spa Via Maddalena,5",,PIEZOMETRO,1512320,5039104,,,,25,14,25.00,,,132.42,99.15961,37.20424,100.57387,30.0761,SEPARATA,A,ISS,,,,progPLUMES
0151462383,FOG2Bis,MI,MILANO,Scuola Materna di Via Cesari n° 42,,PIEZOMETRO,1514591.822,5040820.742,136.387,,,25,ND,ND,,,136.98,108.53003,48.11353,98.55688,42.06492,SEPARATA,A,ISS,,,,progPLUMES
0151462386,FOG5Bis,MI,MILANO,FOGNATURE PZ 5 BIS - Via Triboniano n░ 233 (deposito Reparto Strade),,PIEZOMETRO,1508425.477,5039875.677,138.551,,,25,ND,ND,,,137.99,94.5317,60.82327,106.02542,60.1278,SEPARATA,A,ISS,,,,progPLUMES
0151462396,FOG15Bis,MI,MILANO,Via Orlando n° 15 - presso la Comunità Alloggio,,PIEZOMETRO,1513682.545,5029342.174,106.761,,,25,ND,ND,,,105.4,60.36835,-16.66869,64.64769,-33.51945,SEPARATA,A,ISS,,,,progPLUMES
0151462399,FOG18Bis,MI,MILANO,FOGNATURE PZ 18 BIS - Via Manduria - Tangenziale Ovest - zona agricola,,PIEZOMETRO,1515042.021,5026669.487,101.54,,,25,ND,ND,,,103.66,49.12083,-37.53952,57.23944,-44.80494,SEPARATA,A,ISS,,,,progPLUMES
0151462404,PO015146NR2404,MI,MILANO,"area Ex I.C.L. V. Tartini, 32 - Pz 1",,PIEZOMETRO,1513710,5039213,,,,26,ND,ND,,,132.1,103.61806,39.67,97.90797,23.27522,SEPARATA,A,ISS,,,,progPLUMES
0151462405,PO015146NR2405,MI,MILANO,"area Ex I.C.L. V. Tartini, 32 - Pz 2",,PIEZOMETRO,1513729,5039182,,,,26,ND,ND,,,131.95,103.61931,39.55716,97.50875,20.67008,SEPARATA,A,ISS,,,,progPLUMES
0151462423,PO015146NR2423,MI,MILANO,"Euromilano srl - PZD1 area ex Finalube, via Eritrea 2",,PIEZOMETRO,1511090,5039183,,,,35,ND,ND,,,139.43,96.08247,37.72114,102.15651,37.96426,SEPARATA,A,ISS,,,,progPLUMES
0151462425,PO015146NR2425,MI,MILANO,Euromilano srl - PZD3 area ex Finalube via Eritrea 2,,PIEZOMETRO,1511078,5039160,,,,35,ND,ND,,,139.84,96.09824,37.49349,102.15651,37.96426,SEPARATA,A,ISS,,,,progPLUMES
0151462426,PO015146NR2426,MI,MILANO, AREA EX FINALUBE - EUROMILANO SRL - VIA ERITREA 2 ,PZD4,PIEZOMETRO,1511122,5039161,,,DA DB ACCESS,35.00,ND,ND,,PARZIALE,135.76,96.31,37.38,102.16,37.14,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151462433,PO015146NR2433,MI,MILANO,AREA ATM - VIA ANASSAGORA 11,PZ2,PIEZOMETRO,1518128,5040203,,,DA DB ACCESS,30.00,ND,ND,,PARZIALE,132.27,102.43,36.13,91.80,27.23,TRANSIZIONE,A,ISS,ASSENTE,ASSENTE,,MIND
0151462434,PO015146NR2434,MI,MILANO,AREA ATM - VIA ANASSAGORA 11,PZ2,PIEZOMETRO,1518183,5040217,,,DA DB ACCESS,30.00,ND,ND,,PARZIALE,132.74,102.76,36.05,91.80,27.23,TRANSIZIONE,A,ISS,ASSENTE,ASSENTE,,MIND
0151462435,PO015146NR2435,MI,MILANO,PZ 3 AREA ATM VIA ANASSAGORA 11 MILANO,,PIEZOMETRO,1518141,5040244,,,,30,ND,ND,,,132.12,102.58192,36.26147,91.80385,36.09538,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462437,SIN_SSG_0151462437,MI,MILANO,Marcegaglia spa - pz S1a viale Sarca 336,,PIEZOMETRO,1516906.49,5041368.41,137.07,,,30,ND,ND,,,136.44,107.46599,46.09401,96.11525,45.93652,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462438,SIN_SSG_0151462438,MI,MILANO,Marcegaglia spa - pz S1b viale Sarca 336,,PIEZOMETRO,1516908,5041393,137.08,,,50,ND,ND,,,136.55,107.70727,46.25841,96.11525,45.93652,TRANSIZIONE,A+B,DUBBIO,,,,progPLUMES
0151462439,SIN_SSG_0151462439,MI,MILANO,Marcegaglia spa - pz S13 viale Sarca 336,,PIEZOMETRO,1516830,5041514,,,,30,ND,ND,,,137.5,109.03482,47.2489,96.70344,48.03329,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462440,SIN_SSG_0151462440,MI,MILANO,Marcegaglia spa - pz S21 viale Sarca 336,,PIEZOMETRO,1517153,5041424,137.29,,,30,ND,ND,,,136.18,107.4809,45.83065,96.63856,48.40944,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462441,SIN_SSG_0151462441,MI,MILANO,Marcegaglia spa - pz S25 viale Sarca 336,,PIEZOMETRO,1517075,5041479,137.33,,,30,ND,ND,,,136.5,108.04347,46.5354,96.63856,48.40944,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462453,PO015146NR2453,MI,MILANO,"MACIACCHINI PROPERTIES SRL - CARLO ERBA - VIA IMBONATI, 27 ",PZD,PIEZOMETRO,1514377,5038659,108.53,,DA SIF,30.00,ND,ND,,PARZIALE,162.47,139.96,84.55,113.49,84.04,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151462457,SAP1,MI,MILANO,VIA AMORETTI PARCHEGGIO QUARTO OGGIARO FNM,,PIEZOMETRO,1511520.257,5040747.753,139.626,,,25,ND,ND,,,141.17,102.9308,50.5814,110.54927,53.14353,SEPARATA,A,ISS,,,,progPLUMES
0151462458,SAP2,MI,MILANO,VIA G.LETI,,PIEZOMETRO,1511813.676,5040462.736,139.082,,,25,ND,ND,,,138.45,102.12681,47.54032,108.27644,48.75698,SEPARATA,A,ISS,,,,progPLUMES
0151462459,PO015146NR0093,MI,MILANO,V.LE ENRICO FERMI,SAP3,PIEZOMETRO,1514078,5039733,134.41,,DA DB ACCESS,25.00,ND,ND,,PARZIALE,135.12,104.01,42.54,97.43,26.55,SEPARATA,A,ISS,ASSENTE,Livelli Piezometrici\0151462459.pdf,,MIND
0151462460,SAP4,MI,MILANO,VIALE ENRICO FERMI,,PIEZOMETRO,1514137.498,5039511.937,133.273,,,25,ND,ND,,,132.47,104.63127,41.22197,97.14032,24.14282,SEPARATA,A,ISS,,,,progPLUMES
0151462461,SAP6,MI,MILANO,VIA CISLAGHI,,PIEZOMETRO,1517955.94,5040096.658,131.77,,,25,ND,ND,,,131.63,101.70742,35.5612,91.50325,33.73754,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462462,SAP7,MI,MILANO,VIA PADRE SEMERIA,,PIEZOMETRO,1518312.608,5039966.71,130.784,,,25,ND,ND,,,130.97,98.04115,33.2695,90.39959,32.14897,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462463,SAP8,MI,MILANO,CASCINA LA CASSINELLA,,PIEZOMETRO,1521193.065,5039560.726,124.751,,,25,ND,ND,,,124.36,100.72977,40.86755,85.98159,34.29596,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462464,SAP9,MI,MILANO,AREA AMSA VIA OLGETTINA,,PIEZOMETRO,1521138.645,5039315.734,125.087,,,25,ND,ND,,,123.92,99.35181,38.15557,85.4363,32.52529,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462465,SAP10,MI,MILANO,VIA RUBATTINO/VIA MILANO,,PIEZOMETRO,1520744.726,5036360.893,114.311,,,25,ND,ND,,,113.49,81.18731,4.78997,75.1044,0.38074,SEPARATA,A,ISS,,,,progPLUMES
0151462466,SAP11,MI,MILANO,AREA ENEL VIA RUBATTINO 84,,PIEZOMETRO,1520264.552,5036026.878,112.854,,,25,ND,ND,,,113.37,80.68391,-0.86532,74.83009,-2.56216,SEPARATA,A,ISS,,,,progPLUMES
0151462467,SAP12,MI,MILANO,PARCO FORLANINI C.NA SALESINA,,PIEZOMETRO,1520989.472,5034844.535,109.936,,,25,ND,ND,,,109.51,75.22105,8.11032,69.51485,-13.64839,SEPARATA,A,ISS,,,,progPLUMES
0151462468,SAP13,MI,MILANO,PARCO FORLANINI,,PIEZOMETRO,1520868.62,5034571.506,108.616,,,25,ND,ND,,,109.39,74.83554,8.79102,68.2432,-17.42045,SEPARATA,A,ISS,,,,progPLUMES
0151462469,SAP14,MI,MILANO,VIA CILEA,,PIEZOMETRO,1507496.054,5038710.249,136.88,,,25,ND,ND,,,138.45,106.41462,59.58264,98.40832,53.28492,SEPARATA,A,ISS,,,,progPLUMES
0151462470,SAP15,MI,MILANO,VIA FICHERA,,PIEZOMETRO,1507685.712,5038564.671,136.12,,,25,ND,ND,,,137.52,105.31412,58.81051,97.52768,50.50235,SEPARATA,A,ISS,,,,progPLUMES
0151462471,SAP16,MI,MILANO,VIA TURBIGO,,PIEZOMETRO,1505444.17,5037489.009,131.772,,,25,ND,ND,,,134.89,104.52667,41.24236,91.09089,47.53759,SEPARATA,A,ISS,,,,progPLUMES
0151462472,SAP17,MI,MILANO,VIA TURBIGO,,PIEZOMETRO,1505478.214,5037472.725,134.933,,,25,ND,ND,,,134.93,104.4904,41.04354,91.09089,47.53759,SEPARATA,A,ISS,,,,progPLUMES
0151462473,SAP18,MI,MILANO,VIA URUGUAY,,PIEZOMETRO,1509710.57,5037972.531,131.051,,,25,ND,ND,,,130.89,105.19505,43.8142,95.54301,34.75978,SEPARATA,A,ISS,,,,progPLUMES
0151462474,SAP19,MI,MILANO,VIA B. CROCE/S.ELIA,,PIEZOMETRO,1510129.797,5037751.869,131.891,,,25,ND,ND,,,132.18,102.86298,37.37793,94.57721,30.65131,SEPARATA,A,ISS,,,,progPLUMES
0151462475,SAP20,MI,MILANO,VIALE DE GASPERI/S.ELIA,,PIEZOMETRO,1510136.074,5037991.044,131.07,,,25,ND,ND,,,132.94,102.31209,39.20509,95.68688,32.48263,SEPARATA,A,ISS,,,,progPLUMES
0151462476,SAP21,MI,MILANO,VIA TERZAGHI/S.ELIA,,PIEZOMETRO,1510233.28,5037253.509,130.445,,,25,ND,ND,,,129.33,100.33138,32.29712,92.42834,25.93257,SEPARATA,A,ISS,,,,progPLUMES
0151462477,SAP22,MI,MILANO,SCUOLA DI VIA TERZAGHI,,PIEZOMETRO,1510428.02,5037105.305,127.919,,,25,ND,ND,,,128.81,99.37019,29.9341,91.40176,23.09424,SEPARATA,A,ISS,,,,progPLUMES
0151462478,SAP23,MI,MILANO,VIA MARCHESI ANG. VIA PAONE,,PIEZOMETRO,1508296.276,5035301.631,125.456,,,25,ND,ND,,,124.96,94.17834,20.83725,81.04134,18.74922,SEPARATA,A,ISS,,,,progPLUMES
0151462479,SAP24,MI,MILANO,VIA F.LLI ZOIA/ROSSELLINI,,PIEZOMETRO,1508613.61,5035137.591,125.229,,,25,ND,ND,,,124.48,93.09399,20.64165,80.09166,15.5085,SEPARATA,A,ISS,,,,progPLUMES
0151462480,SAP25,MI,MILANO,PARCO DELLE CAVE,,PIEZOMETRO,1507919.367,5034219.551,122.555,,,25,ND,ND,,,121.08,91.85444,13.81474,76.45161,12.60423,SEPARATA,A,ISS,,,,progPLUMES
0151462481,SAP26,MI,MILANO,PARCO DELLE CAVE,,PIEZOMETRO,1507684.633,5034239.942,122.772,,,25,ND,ND,,,121.68,92.20099,14.77392,76.4437,13.28738,SEPARATA,A,ISS,,,,progPLUMES
0151462482,SAP27,MI,MILANO,PARCO DELLE CAVE,,PIEZOMETRO,1507645.987,5034426.637,123.093,,,25,ND,ND,,,121.44,92.6949,15.82801,77.32972,14.77694,SEPARATA,A,ISS,,,,progPLUMES
0151462483,SAP28,MI,MILANO,PARCO DELLE CAVE,,PIEZOMETRO,1507561.537,5034504.761,123.202,,,25,ND,ND,,,122.16,93.03476,15.28549,77.37127,15.48685,SEPARATA,A,ISS,,,,progPLUMES
0151462484,SAP29,MI,MILANO,PARCO DELLE CAVE,,PIEZOMETRO,1507929.358,5034527.557,122.964,,,25,ND,ND,,,122.45,92.60934,15.72921,77.31642,14.06205,SEPARATA,A,ISS,,,,progPLUMES
0151462485,SAP30,MI,MILANO,VIA RICCARDO BALSAMO CRIVELLI,,PIEZOMETRO,1510634.055,5031719.485,114.926,,,25,ND,ND,,,115.81,86.51911,-5.3027,70.31215,-11.33652,SEPARATA,A,ISS,,,,progPLUMES
0151462486,SAP31,MI,MILANO,RONCHETTO SUL NAVIGLIO,,PIEZOMETRO,1510245.024,5031541.185,114.359,,,25,ND,ND,,,114.49,84.57829,-6.70552,70.06335,-10.52237,SEPARATA,A,ISS,,,,progPLUMES
0151462487,SAP32,MI,MILANO,VIA TRE CASTELLI CASCINA CASTEL ROMA II,,PIEZOMETRO,1510615.826,5031396.437,113.372,,,25,ND,ND,,,113.89,84.37875,-7.97478,69.67914,-13.01157,SEPARATA,A,ISS,,,,progPLUMES
0151462488,SAP33,MI,MILANO,OVEST DEVIATORE FIUME OLONA,,PIEZOMETRO,1510081.371,5031447.861,113.328,,,25,ND,ND,,,113.47,83.60509,-7.62051,70.10507,-9.6846,SEPARATA,A,ISS,,,,progPLUMES
0151462489,PO015146NR2489,MI,MILANO,DEPOSITO M4 SAN CRISTOFORO  - VIA BUCCINASCO,PZ5,PIEZOMETRO,1510239,5031306,111.51,,DA DB ACCESS,25.00,ND,ND,,PARZIALE,111.19,83.05,-8.80,69.77,-14.53,SEPARATA,A,ISS,ASSENTE,Livelli Piezometrici\0151462489.pdf,,MIND
0151460556,151460556,MI,MILANO,P.ZZALE SIENA 6,14,POZZO,1510696.462,5034650.301,121.05,,,82.00,35.55,81.23,,,120.59,93,,,,SEPARATA,B,ISI,,,,MM
151460557,,MI,MILANO,TONEZZA 15,15,POZZO,1510494.272,5034649.421,,80.2,,80.2,36.39,78.21,,,121.1,93.6,,,,,B,,,,,MM
0151462540,PO015146NRA400,MI,MILANO,AREA SANTA GIULIA VIA BONFADINI 148,,PIEZOMETRO,1519430,5031620,,,,30,ND,ND,,,106.98,56.13309,-16.96994,62.86674,-35.84575,SEPARATA,A,ISS,,,,progPLUMES
0151462541,PO015146NR0069,MI,MILANO,AREA EX REDAELLI SANTA GIULIA,PIEZ M2,PIEZOMETRO,1519520,5031625,,,DA PRATICA,30.00,ND,ND,,PARZIALE,110.91,55.88,-16.94,62.87,-35.21,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151462544,PO015146NR0061,MI,MILANO,AREA SANTA GIULIA - EX MONTEDISON - VIA BONFADINI 148 ,PIEZ3,PIEZOMETRO,1519483,5031503,,,DA PRATICA,29.60,ND,ND,,PARZIALE,116.03,55.91,-17.76,62.54,-35.93,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151462546,PO015146NR0062,MI,MILANO,AREA SANTA GIULIA - EX MONTEDISON - VIA BONFADINI 148 ,PIEZ5,PIEZOMETRO,1519561,5031501,,,DA PRATICA,29.25,ND,ND,,PARZIALE,109.62,55.53,-18.02,62.54,-35.93,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151460558,151460558,MI,MILANO,VIALE PISA,16,POZZO,1510710.835,5034489.555,120.7,,,104.51,40.00,102.45,,,,88.2,17.7,,,SEPARATA,B,ISI,,,,MM
0151462575,PO015146NR2575,MI,MILANO,BREDA ENERGIA SPA - V.LE SARCA 336,PP4,PIEZOMETRO,1517331,5041120,134.45,,DA DB ACCESS,60.00,45.00,59.00,,SI,136.43,107.45,43.58,95.22,35.42,TRANSIZIONE,A,ISI,ASSENTE,ASSENTE,,MIND
0151462576,SIN_SSG_0151462576,MI,MILANO,Breda Energia - PS4,,PIEZOMETRO,1517331,5041120,136.433,,,30,18,29.00,,,134.84,107.45026,43.52833,95.22073,44.25595,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462579,PO015146NR2579,MI,MILANO,EDIL FUTURA SRL - BREDA ENERGIA - V.LE SARCA 336,PP6,PIEZOMETRO,1517203,5041240,136.92,,DA DB ACCESS,60.00,45.00,59.00,,SI,138.59,107.71,44.71,95.88,37.39,TRANSIZIONE,A,ISI,ASSENTE,ASSENTE,,MIND
0151462580,SIN_SSG_0151462580,MI,MILANO,EDILFUTURA SRL PIEZOMETRO Pp 6 BIS VIALE SARCA 336,,PIEZOMETRO,1517203,5041240,136.943,,,30,18,29.00,,,135.28,107.67645,44.63123,95.87732,46.50348,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462581,SIN_SSG_0151462581,MI,MILANO,EDILFUTURA SRL PIEZOMETRO Pp7 VIALE SARCA 336,,PIEZOMETRO,1517203,5041183,137.007,,,60,45,59.00,,,135.13,107.59664,44.29034,95.22073,44.25595,TRANSIZIONE,B,ISI,,,,progPLUMES
